version,generator,title,link,language,webMaster,copyright,lastBuildDate,title2,url,link3,height,width,description,title4,link5,guid,isPermaLink,pubDate,description6,source,url7
2,NFE/5.0,"""technology"" - Google News",https://news.google.com/search?q=technology&hl=en-US&gl=US&ceid=US:en,en-US,news-webmaster@google.com,"Copyright © 2024 Google. All rights reserved. This XML feed is made available solely for the purpose of rendering Google News results within a personal feed reader for personal, non-commercial use. Any other use of the feed is expressly prohibited. By accessing this feed or using these results in any manner whatsoever, you agree to be bound by the foregoing restrictions.","Fri, 13 Sep 2024 02:52:07 GMT",Google News,https://lh3.googleusercontent.com/-DR60l-K8vnyi99NZovm9HlXyZwQ85GMDxiwJWzoasZYCUrPuUM_P_4Rb7ei03j-0nRs0c4F=w256,https://news.google.com/,256,256,Google News,Moth aims to bring quantum technology to gaming - VentureBeat,https://news.google.com/rss/articles/CBMigAFBVV95cUxPNlNjMDYtU2lPYVVjVG5CWTlSeUd5X2JYRDNEclk1MG1MaHQwMmZlV2ZfN3BXbll0RUNGVlI5VkwzRi00R2lBb085MGk5X3BCVlphclhHa0ZUYy0tTE5JX3RoWVA3a2gwV2JwRkZsT0dvdExZODd3aGhNMkFocXVUTA?oc=5,CBMigAFBVV95cUxPNlNjMDYtU2lPYVVjVG5CWTlSeUd5X2JYRDNEclk1MG1MaHQwMmZlV2ZfN3BXbll0RUNGVlI5VkwzRi00R2lBb085MGk5X3BCVlphclhHa0ZUYy0tTE5JX3RoWVA3a2gwV2JwRkZsT0dvdExZODd3aGhNMkFocXVUTA,FALSE,"Wed, 11 Sep 2024 13:30:00 GMT","<a href=""https://news.google.com/rss/articles/CBMigAFBVV95cUxPNlNjMDYtU2lPYVVjVG5CWTlSeUd5X2JYRDNEclk1MG1MaHQwMmZlV2ZfN3BXbll0RUNGVlI5VkwzRi00R2lBb085MGk5X3BCVlphclhHa0ZUYy0tTE5JX3RoWVA3a2gwV2JwRkZsT0dvdExZODd3aGhNMkFocXVUTA?oc=5"" target=""_blank"">Moth aims to bring quantum technology to gaming</a>&nbsp;&nbsp;<font color=""#6f6f6f"">VentureBeat</font>",VentureBeat,https://venturebeat.com
2,NFE/5.0,"""technology"" - Google News",https://news.google.com/search?q=technology&hl=en-US&gl=US&ceid=US:en,en-US,news-webmaster@google.com,"Copyright © 2024 Google. All rights reserved. This XML feed is made available solely for the purpose of rendering Google News results within a personal feed reader for personal, non-commercial use. Any other use of the feed is expressly prohibited. By accessing this feed or using these results in any manner whatsoever, you agree to be bound by the foregoing restrictions.","Fri, 13 Sep 2024 02:52:07 GMT",Google News,https://lh3.googleusercontent.com/-DR60l-K8vnyi99NZovm9HlXyZwQ85GMDxiwJWzoasZYCUrPuUM_P_4Rb7ei03j-0nRs0c4F=w256,https://news.google.com/,256,256,Google News,Gartner: The Top 10 Strategic Technology Trends For 2025 - TechRepublic,https://news.google.com/rss/articles/CBMic0FVX3lxTE9rU1FVWEZaMGlUM0dwTEhhUkItRnN5U0Y2RU5TcUVkU1BtY19tbGViNFhSeUJOTl9KQTRIZGVqX3RCNzZrLXVFSUFzRGYxVndYQ0tTNFBEazNBMzA1V0RraHpVS0FYUGlOcDV4cVRVaTA1Z2s?oc=5,CBMic0FVX3lxTE9rU1FVWEZaMGlUM0dwTEhhUkItRnN5U0Y2RU5TcUVkU1BtY19tbGViNFhSeUJOTl9KQTRIZGVqX3RCNzZrLXVFSUFzRGYxVndYQ0tTNFBEazNBMzA1V0RraHpVS0FYUGlOcDV4cVRVaTA1Z2s,FALSE,"Tue, 10 Sep 2024 13:40:17 GMT","<a href=""https://news.google.com/rss/articles/CBMic0FVX3lxTE9rU1FVWEZaMGlUM0dwTEhhUkItRnN5U0Y2RU5TcUVkU1BtY19tbGViNFhSeUJOTl9KQTRIZGVqX3RCNzZrLXVFSUFzRGYxVndYQ0tTNFBEazNBMzA1V0RraHpVS0FYUGlOcDV4cVRVaTA1Z2s?oc=5"" target=""_blank"">Gartner: The Top 10 Strategic Technology Trends For 2025</a>&nbsp;&nbsp;<font color=""#6f6f6f"">TechRepublic</font>",TechRepublic,https://www.techrepublic.com
2,NFE/5.0,"""technology"" - Google News",https://news.google.com/search?q=technology&hl=en-US&gl=US&ceid=US:en,en-US,news-webmaster@google.com,"Copyright © 2024 Google. All rights reserved. This XML feed is made available solely for the purpose of rendering Google News results within a personal feed reader for personal, non-commercial use. Any other use of the feed is expressly prohibited. By accessing this feed or using these results in any manner whatsoever, you agree to be bound by the foregoing restrictions.","Fri, 13 Sep 2024 02:52:07 GMT",Google News,https://lh3.googleusercontent.com/-DR60l-K8vnyi99NZovm9HlXyZwQ85GMDxiwJWzoasZYCUrPuUM_P_4Rb7ei03j-0nRs0c4F=w256,https://news.google.com/,256,256,Google News,China Asks Its Carmakers to Keep Key EV Technology at Home - Bloomberg,https://news.google.com/rss/articles/CBMirgFBVV95cUxNemdjcmNYY1ktLUhjTXBId1RzSG93ekhpOTFGblVnNUp1ZHE4LTV0SWhKQ1E5UmlDQmZUVlhpWWJoUjhJdnlXRmlJbVk2WFhPN1FxYjQ0U1RfV3ZJUm14U2FoSmNFbzByQW1sR2xPY25rZE1HejAycWF5WW1rNnpoVk0zNUk5NFd0d0g3MVJmeS1hb0tpMTQyaFcwdU0yYVJOUHB4TUt2dHQ1bmduZ0E?oc=5,CBMirgFBVV95cUxNemdjcmNYY1ktLUhjTXBId1RzSG93ekhpOTFGblVnNUp1ZHE4LTV0SWhKQ1E5UmlDQmZUVlhpWWJoUjhJdnlXRmlJbVk2WFhPN1FxYjQ0U1RfV3ZJUm14U2FoSmNFbzByQW1sR2xPY25rZE1HejAycWF5WW1rNnpoVk0zNUk5NFd0d0g3MVJmeS1hb0tpMTQyaFcwdU0yYVJOUHB4TUt2dHQ1bmduZ0E,FALSE,"Thu, 12 Sep 2024 03:50:00 GMT","<a href=""https://news.google.com/rss/articles/CBMirgFBVV95cUxNemdjcmNYY1ktLUhjTXBId1RzSG93ekhpOTFGblVnNUp1ZHE4LTV0SWhKQ1E5UmlDQmZUVlhpWWJoUjhJdnlXRmlJbVk2WFhPN1FxYjQ0U1RfV3ZJUm14U2FoSmNFbzByQW1sR2xPY25rZE1HejAycWF5WW1rNnpoVk0zNUk5NFd0d0g3MVJmeS1hb0tpMTQyaFcwdU0yYVJOUHB4TUt2dHQ1bmduZ0E?oc=5"" target=""_blank"">China Asks Its Carmakers to Keep Key EV Technology at Home</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>",Bloomberg,https://www.bloomberg.com
2,NFE/5.0,"""technology"" - Google News",https://news.google.com/search?q=technology&hl=en-US&gl=US&ceid=US:en,en-US,news-webmaster@google.com,"Copyright © 2024 Google. All rights reserved. This XML feed is made available solely for the purpose of rendering Google News results within a personal feed reader for personal, non-commercial use. Any other use of the feed is expressly prohibited. By accessing this feed or using these results in any manner whatsoever, you agree to be bound by the foregoing restrictions.","Fri, 13 Sep 2024 02:52:07 GMT",Google News,https://lh3.googleusercontent.com/-DR60l-K8vnyi99NZovm9HlXyZwQ85GMDxiwJWzoasZYCUrPuUM_P_4Rb7ei03j-0nRs0c4F=w256,https://news.google.com/,256,256,Google News,2024 35 Innovators Under 35: Climate and energy - MIT Technology Review,https://news.google.com/rss/articles/CBMiakFVX3lxTE5kNXVpUFF5NVlWbmM2M0JxVG1pTlhKdUdGWEtMOFZGYTg2Q05wbHdqaHJWUGJYeHRvQV8zdlNySVF5ZlhsbHVpTmtRdVpuZ2xYcFN2WDU0bkVyUXFBcXpjck95aUd0dkhZYWc?oc=5,CBMiakFVX3lxTE5kNXVpUFF5NVlWbmM2M0JxVG1pTlhKdUdGWEtMOFZGYTg2Q05wbHdqaHJWUGJYeHRvQV8zdlNySVF5ZlhsbHVpTmtRdVpuZ2xYcFN2WDU0bkVyUXFBcXpjck95aUd0dkhZYWc,FALSE,"Mon, 09 Sep 2024 18:00:00 GMT","<a href=""https://news.google.com/rss/articles/CBMiakFVX3lxTE5kNXVpUFF5NVlWbmM2M0JxVG1pTlhKdUdGWEtMOFZGYTg2Q05wbHdqaHJWUGJYeHRvQV8zdlNySVF5ZlhsbHVpTmtRdVpuZ2xYcFN2WDU0bkVyUXFBcXpjck95aUd0dkhZYWc?oc=5"" target=""_blank"">2024 35 Innovators Under 35: Climate and energy</a>&nbsp;&nbsp;<font color=""#6f6f6f"">MIT Technology Review</font>",MIT Technology Review,https://www.technologyreview.com
2,NFE/5.0,"""technology"" - Google News",https://news.google.com/search?q=technology&hl=en-US&gl=US&ceid=US:en,en-US,news-webmaster@google.com,"Copyright © 2024 Google. All rights reserved. This XML feed is made available solely for the purpose of rendering Google News results within a personal feed reader for personal, non-commercial use. Any other use of the feed is expressly prohibited. By accessing this feed or using these results in any manner whatsoever, you agree to be bound by the foregoing restrictions.","Fri, 13 Sep 2024 02:52:07 GMT",Google News,https://lh3.googleusercontent.com/-DR60l-K8vnyi99NZovm9HlXyZwQ85GMDxiwJWzoasZYCUrPuUM_P_4Rb7ei03j-0nRs0c4F=w256,https://news.google.com/,256,256,Google News,A new app uses smartphone technology to 'uncuff' blood pressure monitoring - Medical Xpress,https://news.google.com/rss/articles/CBMiigFBVV95cUxOcU1PYnBUTl9wamlCRkQ2SkxtRl9ibmpsdjJoZTFDWlZXZVR3cWZtbEx4UUtQdDBydjVXRTBJZGZEbGhVektfQkJKVHp3TmhuaTF0UXk4RlQ1eGh6clJ3T2hfQmdGajhfcjRuTHRrRy1EZDMzbGdZaU1NZDJSY24tRUJWd0xYYVYzVVE?oc=5,CBMiigFBVV95cUxOcU1PYnBUTl9wamlCRkQ2SkxtRl9ibmpsdjJoZTFDWlZXZVR3cWZtbEx4UUtQdDBydjVXRTBJZGZEbGhVektfQkJKVHp3TmhuaTF0UXk4RlQ1eGh6clJ3T2hfQmdGajhfcjRuTHRrRy1EZDMzbGdZaU1NZDJSY24tRUJWd0xYYVYzVVE,FALSE,"Thu, 12 Sep 2024 17:29:48 GMT","<a href=""https://news.google.com/rss/articles/CBMiigFBVV95cUxOcU1PYnBUTl9wamlCRkQ2SkxtRl9ibmpsdjJoZTFDWlZXZVR3cWZtbEx4UUtQdDBydjVXRTBJZGZEbGhVektfQkJKVHp3TmhuaTF0UXk4RlQ1eGh6clJ3T2hfQmdGajhfcjRuTHRrRy1EZDMzbGdZaU1NZDJSY24tRUJWd0xYYVYzVVE?oc=5"" target=""_blank"">A new app uses smartphone technology to 'uncuff' blood pressure monitoring</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Medical Xpress</font>",Medical Xpress,https://medicalxpress.com
2,NFE/5.0,"""technology"" - Google News",https://news.google.com/search?q=technology&hl=en-US&gl=US&ceid=US:en,en-US,news-webmaster@google.com,"Copyright © 2024 Google. All rights reserved. This XML feed is made available solely for the purpose of rendering Google News results within a personal feed reader for personal, non-commercial use. Any other use of the feed is expressly prohibited. By accessing this feed or using these results in any manner whatsoever, you agree to be bound by the foregoing restrictions.","Fri, 13 Sep 2024 02:52:07 GMT",Google News,https://lh3.googleusercontent.com/-DR60l-K8vnyi99NZovm9HlXyZwQ85GMDxiwJWzoasZYCUrPuUM_P_4Rb7ei03j-0nRs0c4F=w256,https://news.google.com/,256,256,Google News,"State police showcase new tracking technology aimed at ending pursuits - Boston News, Weather, Sports - Boston News, Weather, Sports | WHDH 7News",https://news.google.com/rss/articles/CBMimAFBVV95cUxPa3NBVkc0UUlIM0ZUZzU4aUhhQUFSODZ5ZVdyeDYxeGFTV0liendVZWVQZmNRYjdPTDJSUGNWVkJ5NHdXZFJOWVZ2dXNZeWE5Snc5N1dTWmk0OVNaUHcyVDdzMkg1MXU3X2haV2N5VjJtM1piNVdlcXJkay1JX1A1WU5zWnZPclJzemhGZk9NX0Q1czZIVDh1NQ?oc=5,CBMimAFBVV95cUxPa3NBVkc0UUlIM0ZUZzU4aUhhQUFSODZ5ZVdyeDYxeGFTV0liendVZWVQZmNRYjdPTDJSUGNWVkJ5NHdXZFJOWVZ2dXNZeWE5Snc5N1dTWmk0OVNaUHcyVDdzMkg1MXU3X2haV2N5VjJtM1piNVdlcXJkay1JX1A1WU5zWnZPclJzemhGZk9NX0Q1czZIVDh1NQ,FALSE,"Wed, 11 Sep 2024 20:41:43 GMT","<a href=""https://news.google.com/rss/articles/CBMimAFBVV95cUxPa3NBVkc0UUlIM0ZUZzU4aUhhQUFSODZ5ZVdyeDYxeGFTV0liendVZWVQZmNRYjdPTDJSUGNWVkJ5NHdXZFJOWVZ2dXNZeWE5Snc5N1dTWmk0OVNaUHcyVDdzMkg1MXU3X2haV2N5VjJtM1piNVdlcXJkay1JX1A1WU5zWnZPclJzemhGZk9NX0Q1czZIVDh1NQ?oc=5"" target=""_blank"">State police showcase new tracking technology aimed at ending pursuits - Boston News, Weather, Sports</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Boston News, Weather, Sports | WHDH 7News</font>","Boston News, Weather, Sports | WHDH 7News",https://whdh.com
2,NFE/5.0,"""technology"" - Google News",https://news.google.com/search?q=technology&hl=en-US&gl=US&ceid=US:en,en-US,news-webmaster@google.com,"Copyright © 2024 Google. All rights reserved. This XML feed is made available solely for the purpose of rendering Google News results within a personal feed reader for personal, non-commercial use. Any other use of the feed is expressly prohibited. By accessing this feed or using these results in any manner whatsoever, you agree to be bound by the foregoing restrictions.","Fri, 13 Sep 2024 02:52:07 GMT",Google News,https://lh3.googleusercontent.com/-DR60l-K8vnyi99NZovm9HlXyZwQ85GMDxiwJWzoasZYCUrPuUM_P_4Rb7ei03j-0nRs0c4F=w256,https://news.google.com/,256,256,Google News,"Adobe, Soundcloud, Disney and Spectrum are 2024 Digiday Technology Awards winners - Digiday",https://news.google.com/rss/articles/CBMiqgFBVV95cUxOWHh4cmNlU2dIU0FDdEF5Ul9MNk8yalhGSV9VQVVta3oxVmNnSVdVZ21KUmhGeGQ1SkNmUFBFZzhZZ2htRVN2NlRkRW1BTzJkVGhvR3lfYTBKWC1WSUY1UjRHc1p0ckpMWlN0RkR5NXRqeVdxVXN2alR4MU02VFZsT0FmTmJzbWV1RmlydFdmaldLSng3eFB5NXJqTlZqdEJub0NCODZlWjZ1QQ?oc=5,CBMiqgFBVV95cUxOWHh4cmNlU2dIU0FDdEF5Ul9MNk8yalhGSV9VQVVta3oxVmNnSVdVZ21KUmhGeGQ1SkNmUFBFZzhZZ2htRVN2NlRkRW1BTzJkVGhvR3lfYTBKWC1WSUY1UjRHc1p0ckpMWlN0RkR5NXRqeVdxVXN2alR4MU02VFZsT0FmTmJzbWV1RmlydFdmaldLSng3eFB5NXJqTlZqdEJub0NCODZlWjZ1QQ,FALSE,"Tue, 10 Sep 2024 18:35:26 GMT","<a href=""https://news.google.com/rss/articles/CBMiqgFBVV95cUxOWHh4cmNlU2dIU0FDdEF5Ul9MNk8yalhGSV9VQVVta3oxVmNnSVdVZ21KUmhGeGQ1SkNmUFBFZzhZZ2htRVN2NlRkRW1BTzJkVGhvR3lfYTBKWC1WSUY1UjRHc1p0ckpMWlN0RkR5NXRqeVdxVXN2alR4MU02VFZsT0FmTmJzbWV1RmlydFdmaldLSng3eFB5NXJqTlZqdEJub0NCODZlWjZ1QQ?oc=5"" target=""_blank"">Adobe, Soundcloud, Disney and Spectrum are 2024 Digiday Technology Awards winners</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Digiday</font>",Digiday,https://digiday.com
2,NFE/5.0,"""technology"" - Google News",https://news.google.com/search?q=technology&hl=en-US&gl=US&ceid=US:en,en-US,news-webmaster@google.com,"Copyright © 2024 Google. All rights reserved. This XML feed is made available solely for the purpose of rendering Google News results within a personal feed reader for personal, non-commercial use. Any other use of the feed is expressly prohibited. By accessing this feed or using these results in any manner whatsoever, you agree to be bound by the foregoing restrictions.","Fri, 13 Sep 2024 02:52:07 GMT",Google News,https://lh3.googleusercontent.com/-DR60l-K8vnyi99NZovm9HlXyZwQ85GMDxiwJWzoasZYCUrPuUM_P_4Rb7ei03j-0nRs0c4F=w256,https://news.google.com/,256,256,Google News,A new solution to improve school safety? Local company transforms medical technology to help schools - WCPO 9 Cincinnati,https://news.google.com/rss/articles/CBMi8AFBVV95cUxQLWJhYlR2STR4a2NVdzQ0MXk3a1hTRjhqaWQ1WmxTSl9iMmUtYzRzRWctMTRJSGlEcW1SNjlRNGJjRmVlczlWOGxHcWhodFMtNGpvdWZfVmRPVHZldjNTakxFOUtETFppUm9MajFVX3JIeGxWNjdXM0lWVC1nMDNqd2NQclVnMVZqYm1FMlE5Nmducl96MzM3S1ppRXppMzYzRXVKNVVwRmpZdk9QX2Y0dHk0MUp6SzhkbGlTU24wWWxsbkRIeDcyU2cxdmp6Z1gzSTZiNFRDSnZNWTR0NGY2TmdDeEJhVTNnZjRqNDA5SEg?oc=5,CBMi8AFBVV95cUxQLWJhYlR2STR4a2NVdzQ0MXk3a1hTRjhqaWQ1WmxTSl9iMmUtYzRzRWctMTRJSGlEcW1SNjlRNGJjRmVlczlWOGxHcWhodFMtNGpvdWZfVmRPVHZldjNTakxFOUtETFppUm9MajFVX3JIeGxWNjdXM0lWVC1nMDNqd2NQclVnMVZqYm1FMlE5Nmducl96MzM3S1ppRXppMzYzRXVKNVVwRmpZdk9QX2Y0dHk0MUp6SzhkbGlTU24wWWxsbkRIeDcyU2cxdmp6Z1gzSTZiNFRDSnZNWTR0NGY2TmdDeEJhVTNnZjRqNDA5SEg,FALSE,"Wed, 11 Sep 2024 23:01:00 GMT","<a href=""https://news.google.com/rss/articles/CBMi8AFBVV95cUxQLWJhYlR2STR4a2NVdzQ0MXk3a1hTRjhqaWQ1WmxTSl9iMmUtYzRzRWctMTRJSGlEcW1SNjlRNGJjRmVlczlWOGxHcWhodFMtNGpvdWZfVmRPVHZldjNTakxFOUtETFppUm9MajFVX3JIeGxWNjdXM0lWVC1nMDNqd2NQclVnMVZqYm1FMlE5Nmducl96MzM3S1ppRXppMzYzRXVKNVVwRmpZdk9QX2Y0dHk0MUp6SzhkbGlTU24wWWxsbkRIeDcyU2cxdmp6Z1gzSTZiNFRDSnZNWTR0NGY2TmdDeEJhVTNnZjRqNDA5SEg?oc=5"" target=""_blank"">A new solution to improve school safety? Local company transforms medical technology to help schools</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WCPO 9 Cincinnati</font>",WCPO 9 Cincinnati,https://www.wcpo.com
2,NFE/5.0,"""technology"" - Google News",https://news.google.com/search?q=technology&hl=en-US&gl=US&ceid=US:en,en-US,news-webmaster@google.com,"Copyright © 2024 Google. All rights reserved. This XML feed is made available solely for the purpose of rendering Google News results within a personal feed reader for personal, non-commercial use. Any other use of the feed is expressly prohibited. By accessing this feed or using these results in any manner whatsoever, you agree to be bound by the foregoing restrictions.","Fri, 13 Sep 2024 02:52:07 GMT",Google News,https://lh3.googleusercontent.com/-DR60l-K8vnyi99NZovm9HlXyZwQ85GMDxiwJWzoasZYCUrPuUM_P_4Rb7ei03j-0nRs0c4F=w256,https://news.google.com/,256,256,Google News,Students are building the next generation of space exploration technology - CNN,https://news.google.com/rss/articles/CBMikgFBVV95cUxQenRqWDVpQ1FVVzk3cXhGN2h5ejNQOUdteEFCYmhUSDdaVnpwQ0Z5WTlsTlIyZnhDb2RhdVNYSXVTYUpfbUNMRUx2LXBOaFZRQmk2aUhacTVMU3F0a054Y0hrcGVDaDNsUU53MW56blBqb28tNVVtTjZIVnVSN3hYbDdBU2dDNF85RlNPTldYMlJfUQ?oc=5,CBMikgFBVV95cUxQenRqWDVpQ1FVVzk3cXhGN2h5ejNQOUdteEFCYmhUSDdaVnpwQ0Z5WTlsTlIyZnhDb2RhdVNYSXVTYUpfbUNMRUx2LXBOaFZRQmk2aUhacTVMU3F0a054Y0hrcGVDaDNsUU53MW56blBqb28tNVVtTjZIVnVSN3hYbDdBU2dDNF85RlNPTldYMlJfUQ,FALSE,"Thu, 12 Sep 2024 09:46:00 GMT","<a href=""https://news.google.com/rss/articles/CBMikgFBVV95cUxQenRqWDVpQ1FVVzk3cXhGN2h5ejNQOUdteEFCYmhUSDdaVnpwQ0Z5WTlsTlIyZnhDb2RhdVNYSXVTYUpfbUNMRUx2LXBOaFZRQmk2aUhacTVMU3F0a054Y0hrcGVDaDNsUU53MW56blBqb28tNVVtTjZIVnVSN3hYbDdBU2dDNF85RlNPTldYMlJfUQ?oc=5"" target=""_blank"">Students are building the next generation of space exploration technology</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNN</font>",CNN,https://www.cnn.com
2,NFE/5.0,"""technology"" - Google News",https://news.google.com/search?q=technology&hl=en-US&gl=US&ceid=US:en,en-US,news-webmaster@google.com,"Copyright © 2024 Google. All rights reserved. This XML feed is made available solely for the purpose of rendering Google News results within a personal feed reader for personal, non-commercial use. Any other use of the feed is expressly prohibited. By accessing this feed or using these results in any manner whatsoever, you agree to be bound by the foregoing restrictions.","Fri, 13 Sep 2024 02:52:07 GMT",Google News,https://lh3.googleusercontent.com/-DR60l-K8vnyi99NZovm9HlXyZwQ85GMDxiwJWzoasZYCUrPuUM_P_4Rb7ei03j-0nRs0c4F=w256,https://news.google.com/,256,256,Google News,Local WNY grocery chain to use 'Tally robot' technology - WGRZ.com,https://news.google.com/rss/articles/CBMiwgFBVV95cUxOemhuSXd3Tndpd0tNSEdReWpRb3lXNEljTEIwR000SXc1SnBkcTRvXzA4MW9GMUJja1lxemRHZXo0WGVCLV9KYk84QjRLVGl0UUNzb0tGeWxxRjc3dS1aYzlnWnJRMVdsNkVBQUdwUnJlQjlqWTZiN3JxejQ2eXFFbXQtNzNZaFo0Y1E2UFhSOTBLX3lkdDZXVXQ2T2VtUWtZOHVWVDg4Q0dZRnIwcThEcV9QTWJnYlRrcUdneGlWQkxzUQ?oc=5,CBMiwgFBVV95cUxOemhuSXd3Tndpd0tNSEdReWpRb3lXNEljTEIwR000SXc1SnBkcTRvXzA4MW9GMUJja1lxemRHZXo0WGVCLV9KYk84QjRLVGl0UUNzb0tGeWxxRjc3dS1aYzlnWnJRMVdsNkVBQUdwUnJlQjlqWTZiN3JxejQ2eXFFbXQtNzNZaFo0Y1E2UFhSOTBLX3lkdDZXVXQ2T2VtUWtZOHVWVDg4Q0dZRnIwcThEcV9QTWJnYlRrcUdneGlWQkxzUQ,FALSE,"Thu, 12 Sep 2024 21:02:00 GMT","<a href=""https://news.google.com/rss/articles/CBMiwgFBVV95cUxOemhuSXd3Tndpd0tNSEdReWpRb3lXNEljTEIwR000SXc1SnBkcTRvXzA4MW9GMUJja1lxemRHZXo0WGVCLV9KYk84QjRLVGl0UUNzb0tGeWxxRjc3dS1aYzlnWnJRMVdsNkVBQUdwUnJlQjlqWTZiN3JxejQ2eXFFbXQtNzNZaFo0Y1E2UFhSOTBLX3lkdDZXVXQ2T2VtUWtZOHVWVDg4Q0dZRnIwcThEcV9QTWJnYlRrcUdneGlWQkxzUQ?oc=5"" target=""_blank"">Local WNY grocery chain to use 'Tally robot' technology</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WGRZ.com</font>",WGRZ.com,https://www.wgrz.com
